valor_original,novo_valor
"VARA CÍVEL, DE FAMÍLIA E DE ÓRFÃOS E SUCESSÕES",Vara Cível
Vara Criminal,Vara Cível
VARA DAS REL. DE CONSUMO CÍVEIS E COMERCIAIS,Vara Cível
VARA DAS RELAÇÕES DE CONSUMO,Vara Cível
VARA DAS RELAÇÕES DE CONSUMO CÍVEIS E COMERCIAIS,Vara Cível
Vara De Cartas Precatórias,Vara Cível
Vara De Cartas Precatórias Cíveis,Vara Cível
VARA DE REL DE CONSUMO DA FAZENDA PÚBLICA,Outros
VARA DE RELAÇÕES DE CONSUMO,Vara Cível
Vara de Único Ofício ,Vara Cível
VARA DESCENTRALIZADA,Vara Cível
Vara do JEC,Juizado Especial Cível
Vara do Jec ,Juizado Especial Cível
Vara do Juizaddo Especial Cível ,Juizado Especial Cível
Vara do Juizado Cível e Criminal ,Vara Cível
VARA DO JUIZADO ESPECIAL,Juizado Especial Cível
Vara Do Juizado Especial Cível,Juizado Especial Cível
VARA DO JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
Vara do Juizado Especial Cível,Juizado Especial Cível
Vara do Juizado Especial Cível,Juizado Especial Cível
Vara do Juizado Especial Cível e ,Juizado Especial Cível
VARA DO JUIZADO ESPECIAL CÍVEL E CRIMINAL,Juizado Especial Cível
Vara do Juizado Especial Cível e Criminal,Juizado Especial Cível
Vara Do Juizado Especial Cível e Criminal ,Juizado Especial Cível
Vara do Juizado Especial Cível- Foro Regional XV - Butantã,Juizado Especial Cível
Vara do Sistema dos Juizados,Juizado Especial Cível
Vara do Sistema dos Juizados,Juizado Especial Cível
Vara do Sistema dos Juizados ,Juizado Especial Cível
Vara do sistema dos juizados especiais cíveis ,Juizado Especial Cível
VARA DOS FEITOS CÍVEIS E COMERCIAIS,Vara Cível
VARA DOS FEITOS DE REL DE CONS CÍV. E COMERCIAIS,Vara Cível
"VARA DOS FEITOS DE REL DE CONS, CIV E COMERCIAIS",Vara Cível
"Vara dos Feitos de Rel de Cons., Cíveis e Com. ",Vara Cível
VARA DOS FEITOS DE REL. DE CONS CIV E COMERCIAIS,Vara Cível
VARA DOS FEITOS DE REL. DE CONS E COMERCIAIS,Vara Cível
VARA DOS FEITOS DE REL. DE CONSUMO,Vara Cível
VARA DOS FEITOS DE REL. DE CONSUMO CÍVEL E COMER.,Vara Cível
VARA DOS FEITOS DE RELAÇÃO DE CONSUMO,Vara Cível
VARA DOS FEITOS DE RELAÇÕES DE CONSUMO,Vara Cível
VARA DOS FEITOS DE RELAÇÕES DE CONSUMO E CÍVEIS,Vara Cível
Vara Especializada,Vara Cível
Vara Federal,Vara Cível
VARA FEITOS DE REL DE CONS CIV E COMERCIAIS,Vara Cível
VARA JUDICIAL,Vara Cível
Vara Judicial,Vara Cível
VARA PLANTÃO,Vara Cível
VARA UNICA,Vara Cível
Vara unica,Vara Cível
Vara Única,Vara Cível
VARA ÚNICA,Vara Cível
VARA ÚNICA,Vara Cível
Vara única,Vara Cível
Vara Única,Vara Cível
Vara Única ,Vara Cível
Vara Unica Cível,Vara Cível
VARA ÚNICA CÍVEL,Vara Cível
VI JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
Vice-Presidência,Vara Cível
VII JUIZADO ESPCIAL CÍVEL DAS RELAÇÕES DE CONSUMO,Vara Cível
VII JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
VIII JUIZADO ESPCIAL CÍVEL DAS RELAÇÕES DE CONSUMO,Vara Cível
VIII JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
VSJE,Juizado Especial Cível
VSJE VESPERTINO,Juizado Especial Cível
X JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
XI JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
XIII JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
XIV JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
XV JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
XVI JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
XVII JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
XVII JUIZADO ESPECIAL DO CONSUMIDOR,Juizado Especial Cível
XVIII JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
XXI JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
XXII JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
XXIII JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
XXIV JUIZADO ESPECIAL DAS RELAÇÕES DE CONSUMO,Juizado Especial Cível
,Não informado
2º JUIZADO ESPECIAL CÍVEL DA REGIÃO SUL ,Juizado Especial Cível
CARTÓRIO DOS FEITOS CÍVEIS ,Vara Cível
JUIZADO ESPECIAL CÍVEL ,Juizado Especial Cível
3ª VARA  CÍVEL,Vara Cível
3ª VARA ,Vara Cível
2ª VARA DO JUIZADO ESPECIAL ,Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL ADJUNTO CÍVEL ,Juizado Especial Cível
IIº JUIZADO ESPECIAL CÍVEL ,Juizado Especial Cível
VARA ÚNICA ,Vara Cível
Vara do Juizado Especial Cível e Criminal ,Juizado Especial Cível
05ª  Vara Cível,Vara Cível
3ª UNIDADE DO JUIZADO ESPECIAL CÍVEL E CRIMINAL ,Juizado Especial Cível
Iº JUIZADO ESPECIAL CÍVEL ,Juizado Especial Cível
04ª  Vara Cível,Vara Cível
2ª VARA CÍVEL ,Vara Cível
1º JUIZADO ESPECIAL CÍVEL ,Juizado Especial Cível
I JUIZADO ESPECIAL CÍVEL ,Juizado Especial Cível
4º JUIZADO ESPECIAL CÍVEL ,Juizado Especial Cível
19ª VARA DOS FEITOS RELATIVO ÀS REL. DE CONSUMO ,Vara Cível
JUIZADO ESPECIAL ADJUNTO ,Juizado Especial Cível
V DOS FEITOS DE REL DE CONS CIV E COMERCIAIS ,Outros
3º JUIZADO ESPECIAL CÍVEL - SOCIESC ,Juizado Especial Cível
11ª VARA DO JUIZADO ESPECIAL ,Juizado Especial Cível
2ª VARA ,Vara Cível
6ª VARA DOS FEITOS RELATIVO ÀS REL. DE CONSUMO ,Vara Cível
01ª  Vara,Vara Cível
6ª UNIDADE DO JUIZADO ESPECIAL CÍVEL E CRIMINAL ,Juizado Especial Cível
3ª VARA DE FAZENDA PÚBLICA ,Vara Cível
JUIZADO ESPECIAL CÍVEL E CRIMINAL ,Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL CENTRAL ,Juizado Especial Cível
14º Juizado especial cível,Juizado Especial Cível
JUZIADO ESPECIAL ADJUNTO ,Juizado Especial Cível
05ª  Vara,Vara Cível
jec,Outros
16ª VSJE DO CONSUMIDOR (VESPERTINO) ,Outros
6º JUIZADO ESPECIAL CÍVEL ,Juizado Especial Cível
2ª  VARA CÍVEL,Vara Cível
2ª VARA ESPECIALIZADA DE DEFESA DO CONSUMIDOR ,Juizado Especial Cível
JUIZADO ESPECIAL CÃ_x008d_VEL,Juizado Especial Cível
14ª VARA DOS FEITOS RELATIVO ÀS REL. DE CONSUMO ,Vara Cível
1ª VARA DE EXECUÇÕES FISCAIS E PRECATÓRIAS CÍVEIS ,Vara Cível
JUIZADO ESPECIAL ADJUNTO CÍVEL ,Juizado Especial Cível
10ª VARA DOS FEITOS RELATIVO ÀS REL. DE CONSUMO ,Vara Cível
VII JUIZADO ESPECIAL CÍVEL ,Juizado Especial Cível
3ª  VARA CÍVEL,Vara Cível
18ª VARA DOS FEITOS RELATIVO ÀS REL. DE CONSUMO ,Vara Cível
VARA DESCENTRALIZADA ,Vara Cível
23º UNIDADE DO JUIZADO ESPECIAL CÍVEL E CRIMINAL ,Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL - CIC FEITIÇO DA VILA ,Juizado Especial Cível
20ª VARA DOS FEITOS RELATIVO ÀS REL. DE CONSUMO ,Vara Cível
3ª VARA DOS FEITOS RELATIVO ÀS REL. DE CONSUMO ,Vara Cível
3ª VARA DO JUIZADO ESPECIAL ,Juizado Especial Cível
00,Outros
VARA DOS FEITOS DE  RELAÇÃO DE CONSUMO,Vara Cível
JUIZADO CÍVEL E CRIMINAL ,Vara Cível
17ª VARA DOS FEITOS RELATIVO ÀS REL. DE CONSUMO ,Vara Cível
03ª Vara do  Juizado Especial,Juizado Especial Cível
23ª VARA CÍVEL ,Vara Cível
JUIZADO ESPECIAL CÍVEL ITINERANTE ,Juizado Especial Cível
21º UNIDADE DO JUIZADO ESPECIAL CÍVEL E CRIMINAL ,Juizado Especial Cível
1ª VARA DO JUIZADO ESPECIAL ,Juizado Especial Cível
12º JUIZADO ESPECIAL CÍVEL ,Juizado Especial Cível
Vara do Sistema dos  Juizados,Vara Cível
Vara de Relações de Consumo,Vara Cível
1ª VARA DO JUIZADO ESPECIAL CÍVEL ,Juizado Especial Cível
1ª  VARA CÍVEL,Vara Cível
5ª  VARA CÍVEL,Vara Cível
3º  JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
1ª VARA ,Vara Cível
2º JUIZADO ESPECIAL ,Juizado Especial Cível
16ª VARA DOS FEITOS RELATIVO ÀS REL. DE CONSUMO ,Vara Cível
3º JUIZADO ESPECIAL CÍVEL DA REGIÃO SUL ,Juizado Especial Cível
13º JUIZADO ESPECIAL CÍVEL ,Juizado Especial Cível
3º JUIZADO ESPECIAL CÍVEL ,Juizado Especial Cível
1º JUIZADO ESPECIAL CÍVEL DA REGIÃO SUL ,Juizado Especial Cível
UNIDADE JUDICIARIA DE COOPERAÇÃO DO SUL DA ILHA ,Outros
7ª VARA DO JUIZADO ESPECIAL ,Juizado Especial Cível
15º JUIZADO ESPECIAL CÍVEL ,Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL - PROJUDI ,Juizado Especial Cível
1ª VARA CÍVEL ,Vara Cível
06,Outros
10ª VARA DO JUIZADO ESPECIAL ,Juizado Especial Cível
13ª VARA CÍVEL ,Vara Cível
1ª VARA ESPECIALIZADA DE DEFESA DO CONSUMIDOR ,Juizado Especial Cível
5ª VARA DOS FEITOS RELATIVO ÀS REL. DE CONSUMO ,Vara Cível
5º JUIZADO ESPECIAL CÍVEL ,Juizado Especial Cível
1ª Vara do Juizado Especial Cível,Juizado Especial Cível
III JUIZADO ESPECIAL CÍVEL ,Juizado Especial Cível
11ª VARA DOS FEITOS RELATIVO ÀS REL. DE CONSUMO ,Vara Cível
7º JUIZADO ESPECIAL CÍVEL ,Juizado Especial Cível
11º JUIZADO ESPECIAL CÍVEL ,Juizado Especial Cível
IV JUIZADO ESPECIAL CÍVEL ,Juizado Especial Cível
3ª VARA CÍVEL ,Vara Cível
4ª  VARA CÍVEL,Vara Cível
VARA CÍVEL ,Vara Cível
20ª VARA CÍVEL ,Vara Cível
JUIZADO DE DEFESA DO CONSUMIDOR ,Outros
22ª VARA CÍVEL ,Vara Cível
2º JUIZADO ESPECIAL CÍVEL ,Juizado Especial Cível
4ª UNIDADE DO JUIZADO ESPECIAL CÍVEL E CRIMINAL ,Juizado Especial Cível
II JUIZADO ESPECIAL CÍVEL ,Juizado Especial Cível
JUIZADO ESPECIAL ,Juizado Especial Cível
9ª VARA DO JUIZADO ESPECIAL ,Juizado Especial Cível
,Não informado
TURMA RECURSAL (MG),Outros
CENTRAL DE CONCILIAÇÃO,Outros
15ª VARA CÍVEL DE ACIDENTES DO TRABALHO,Vara Cível
TURMA RECURSAL (MG) - BARREIRO,Outros
CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS,Outros
VARA DAS RELAÇÕES DE CONSUMO CÍVEIS E COM.,Vara Cível
2º JUIZADO ESPECIAL CÍVEL - CUIABÁ,Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL (MG) - FRANCISCO SALES,Juizado Especial Cível
8º JUIZADO ESPECIAL CÍVEL ,Juizado Especial Cível
CORTE SUPERIOR,Outros
TURMA RECURSAL,Outros
1º JUIZADO ESPECIAL CÍVEL - CUIABÁ,Juizado Especial Cível
Juizado Especial Aeroport,Juizado Especial Cível
10ª VARA FEDERAL,Vara Cível
FÓRUM (MG),Outros
Superior Tribunal de Justiça,Outros
4ª VARA CÍVEL ,Vara Cível
1ª VARA DOS FEITOS RELATIVO ÀS REL. DE CONSUMO ,Vara Cível
6º JUIZADO ESPECIAL CÍVEL - CUIABÁ,Juizado Especial Cível
JUIZADO ESPECIAL CÍVEL (MG) - BARREIRO,Juizado Especial Cível
2ª VARA CÍVEL E DA INFÂNCIA E DA JUVENTUDE,Vara Cível
TRIBUNAL DE JUSTIÇA DE MINAS GERAIS,Outros
JUIZADO ESPECIAL DA FAZENDA PÚBLICA (MG),Juizado Especial Cível
,Não informado
,Não informado
28° Juizado Especial Cível,Juizado Especial Cível
Junta De Julgamento,Outros
30° Juizado Especial Cível,Juizado Especial Cível
4° Juizado Especial Federal,Juizado Especial Cível
Juizado Especial Federal,Juizado Especial Cível
4° CEJUSC,Outros
02° Juizado Especial Cível,Juizado Especial Cível
,Não informado
CIV,Outros
#N/D,Outros
Outros,Outros
Extrajudicial,Outros
Justiça Estadual Cível,Vara Cível
Justiça Comum - Foro Regional,Outros
 Justiça Estadual Cível ,Vara Cível
 Justiça Comum - Foro Regional,Outros
Foro De Tj-se,Outros
Justiça Comum - Foro Central,Outros
 Juizado Especial Cível,Juizado Especial Cível
,Não informado
Tribunal Regional Federal da 3ª Região,Outros
,Não informado
CENTRASE - CENTRAL DE CUMPRIMENTO DE SENTENÇAS,Outros
,Não informado
,Não informado
2ª VARA CÍVE,Vara Cível
17ª VARA CÍVEL DE ACIDENTES DO TRABALHO,Vara Cível
12ª VARA CÍVEL DE ACIDENTES DO TRABALHO,Vara Cível
CENTRAL DE PLANTÃO CÍVEL,Vara Cível
14ª VARA CÍVEL DE ACIDENTES DO TRABALHO,Vara Cível
NÚCLEO DE PRÁTICA DA FURB,Outros
4ª VARA CÍVEL DE ACIDENTES DO TRABALHO,Vara Cível
3ª VARA JUDICIAL,Vara Cível
6º VSJE DO CONSUMIDOR (VESPERTINO),Outros
2ª VARA DO SISTEMA DOS JUIZADOS - PROJUDI,Vara Cível
"1ª VARA DOS FEITOS RELATIVOS ÀS REL DE CONS, CÍVEIS E COMERCIAIS",Vara Cível
3ª Vara do Juizado Especial Cível,Juizado Especial Cível
VARA PLENA,Vara Cível
18ª VSJE DO CONSUMIDOR (VESPERTINO),Outros
V FEITO DAS RELAÇÕES CÍVEIS E COMERCIAIS,Vara Cível
NÚCLEO DE JUSTIÇA 4.0,Outros
FÓRUM (MG) - BARRO PRETO,Outros
V DOS FEITOS DE REL DE CONS CIV E COM DE ITAPARICA,Outros
18º JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
3ª V DOS FEITOS DE REL. DE CONS. CIV E COM,Outros
JUIZADO ESPECIAL CRIMINAL,Juizado Especial Cível
4ª VSJE DE CAUSAS COMUNS (PIATÃ VESPERTINO),Outros
1º JUIZADO ESPECIAL CÍVEL - PIATÃ,Juizado Especial Cível
21ª Vara Civel e de Acidentes,Vara Cível
17º JUIZADO ESPECIAL CRIMINAL,Juizado Especial Cível
23ª VARA CÍVEL E DE ACIDENTES,Vara Cível
5ª VSJE DE CAUSAS COMUNS (BONFIM MATUTINO),Outros
4ª VSJE DE CAUSAS COMUNS (VESPERTINO) ,Outros
V DOS FEITOS DE REL. DE CONSUMO,Outros
JUIZADO ESPECIAL CÍVEL DE CUMBICA - GUARULHOS,Juizado Especial Cível
1ª VARA FEITOS RELATIVOS ÀS RELAÇÕES DE CONSUMO,Vara Cível
8ª VSJE DE CAUSAS COMUNS (FTC VESPERTINO),Outros
9ª VARA DOS FEITOS RELATIVO ÀS REL. DE CONSUMO ,Vara Cível
CENTRO JUDICIÁRIO DE SOLUÇÕES E CONFLITOS,Outros
SETOR DE CONCILIAÇÃO - UNAERP,Outros
02º VARA CÍVEL,Vara Cível
3ª VARA DOS FEITOS REL DE CONS. CÍVEL E COMERCIAIS,Vara Cível
15ª VSJE DO CONSUMIDOR (MATUTINO),Outros
1ª VARA CÍVEL.,Vara Cível
7ª  VARA CÍVEL,Vara Cível
2ª VARA DOS FEITOS RELATIVO ÀS REL. DE CONSUMO ,Vara Cível
1a Vara civel,Vara Cível
11ª VSJE DO CONSUMIDOR (MATUTINO),Outros
VARA DOS FEITOS DE REL. DE CONUMO CIV E COMERCIAIS,Vara Cível
2ª VARA DOS FEITOS REL DE CONS. CÍVEL E COMERCIAIS,Vara Cível
XII JUIZADO ESPECIAL CÍVEL,Juizado Especial Cível
7ª VSJE DO CONSUMIDOR (IMBUÍ MATUTINO) ,Outros
1ª VARA DE FAZENDA PÚBLICA,Vara Cível
1ª V DOS FEITOS DE REL DE CONS CIV E COMERCIAIS,Outros
10ª VSJE DO CONSUMIDOR (MATUTINO),Outros
5ª VARA ,Vara Cível
6º VARA CÍVEL,Vara Cível
ANVISA,Outros
,Não informado
,Não informado
,Não informado
,Não informado
JUSTIÃA COMUM,Vara Cível
PROCON AUDIÊNCIA,Outros
JUSTIÇA COMUM,Vara Cível
,Não informado
Não informado,Outros
,Não informado
,Não informado
,Não informado
,Não informado
Tribunal de Justiça do Estado de Alagoas,Outros
Tribunal de Justiça do Estado do Ceará,Outros
Tribunal de Justiça do Estado de São Paulo,Outros
Tribunal de Justiça do Estado do Amazonas,Outros
Tribunal de Justiça do Estado do Rio Grande do Sul,Outros
Tribunal de Justiça do Estado de Amazonas,Outros
Tribunal de Justiça do Estado do Maranhão,Outros
Tribunal de Justiça do Estado da Bahia,Outros
Tribunal de Justiça do Estado do Rio de Janeiro,Outros
Tribunal de Justiça do Estado de Goiás,Outros
Tribunal de Justiça do Estado de Pernambuco,Outros
Tribunal de Justiça do Estado do Acre,Outros
Tribunal de Justiça do Estado do Espírito Santo,Outros
Tribunal de Justiça do Estado do Piauí,Outros
Tribunal de Justiça do Estado do Mato Grosso,Outros
Tribunal de Justiça do Estado do Pará,Outros
Tribunal de Justiça do Estado de Minas Gerais,Outros
Tribunal de Justiça do Estado de Roraima,Outros
Tribunal de Justiça do Estado de Sergipe,Outros
Tribunal de Justiça do Estado do Rio Grande do Norte,Outros
Tribunal de Justiça do Estado de Santa Catarina,Outros
Tribunal de Justiça do Estado da Paraíba,Outros
Tribunal de Justiça do Estado de Tocantins,Outros
Tribunal de Justiça do Estado do Mato Grosso do Sul,Outros
Tribunal de Justiça do Distrito Federal e dos Territórios,Outros
Tribunal de Justiça do Estado do Paraná,Outros
Tribunal de Justiça do Estado do Amapá,Outros
Tribunal de Justiça do Estado de Rondônia,Outros
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
28ª Vara Civel,Vara Cível
5ª  Vara Civel,Vara Cível
1ª Vara Cível de Ceilândia,Vara Cível
20º Juizado Especial Cível,Juizado Especial Cível
4ª Unidade Jurisdicional,Outros
10º Juizado Especial Cível ,Juizado Especial Cível
1ª Unidade Jurisdicional Cível ,Vara Cível
6ª Unidade Jurisdicional Cível,Vara Cível
31ª Vara Civel,Vara Cível
8ª Vara Civel,Vara Cível
27º Juizado Especial Cível,Juizado Especial Cível
9º Juizado Especial Civel,Juizado Especial Cível
2ª Vara do Sistema dos Juizados,Vara Cível
8º Juizado Especial Cível e das Relações de Consumo de São Luís,Juizado Especial Cível
6º Juizado Especial Cível de Lagoa,Juizado Especial Cível
3ª Unidade do juizado Especial Cível,Juizado Especial Cível
3ª Unidade Jurisdicional Cível - 7º JD,Vara Cível
24ª Juizado Especial Cível e das Relações de Consumo,Juizado Especial Cível
6ª Vara Civel,Vara Cível
3º Juizado Especial Cível de Foz do Iguaçu,Juizado Especial Cível
1ª Vara Civel,Vara Cível
23ª Vara Civel,Vara Cível
37ª Vara CiveL,Vara Cível
34ª Vara Civel ,Vara Cível
20º Juizado Especial Cível da Regional da Ilha do Governador,Juizado Especial Cível
20º Juizado Especial Civel,Juizado Especial Cível
27º Juizado Espcial Cível,Vara Cível
2ª Vara Civel,Vara Cível
10° Juizado Especial Cível e das Relações de Consumo,Juizado Especial Cível
2ª Unidade Jurisdicional - 3º JD,Outros
9ª Unidade Jurisdicional Cível,Vara Cível
5ª Vara  Cível,Vara Cível
1ª Unidade Jurisdicional Única- 1º JD,Outros
1ª Unidade Jurisdicional Cível,Vara Cível
5º Juizado Especial Cível e das Relações de Consumo,Juizado Especial Cível
Juízo do Juizado Especial Cível - UFSC,Juizado Especial Cível
4ª Unidade Jurisdicional ,Outros
35ª Vara Cível - Foro Central Cível,Vara Cível
Juízo da Unidade Judiciária de Cooperação,Outros
9ª Unidade Jusrisdicional Cível,Vara Cível
11ª Unidade do juizado Especial Cível,Juizado Especial Cível
9ª Unidade Jurisdiciona Cível ,Vara Cível
7º Juizado Especial Civel,Juizado Especial Cível
2ª Unidade Jurisdicional Única - 4º JD,Outros
Cejusc - Juizado Especial Cível,Juizado Especial Cível
10º Vsje do Consumidor,Outros
17ª Vara Civel,Vara Cível
1ª Vara Do Juizado Especial,Juizado Especial Cível
Juizado Especial Civel,Juizado Especial Cível
7ª Vsje do Consumidor,Outros
4ª Vara de Relações de Consumo da Comarca de Salvador ,Vara Cível
6ª Vara Cível,Vara Cível
13ª Vara Cível do Foro Central,Vara Cível
14º Juizado Especial Civel,Juizado Especial Cível
8º Juizado Especial Civel,Juizado Especial Cível
20ª Vsje do Consumidor,Outros
26º Juizado Especial Cível,Juizado Especial Cível
3ª Vara do Sistema dos Juizados,Vara Cível
Juizado Especial Cível do Guará,Juizado Especial Cível
1º Juizado Especial Cível ,Juizado Especial Cível
1ª Vsje do Consumidor,Outros
Juizado Especial Cível de Tomazina,Juizado Especial Cível
7ª  Vara Civel,Vara Cível
16º Juizado Especial Civel,Juizado Especial Cível
2ª Vara do Juizado Especial,Juizado Especial Cível
6º Juizado Especial Cível e das Relações de Consumo,Juizado Especial Cível
9ª Vara Civel,Vara Cível
2ª Vsje do Consumidor,Outros
02ª Vsje,Outros
18ª Vsje do Consumidor,Outros
1ª Vara do Juizado Especial Cível e Criminal,Juizado Especial Cível
2ª Unidade Jurisdicional Cível,Vara Cível
16º  Juizado Especial Cível,Juizado Especial Cível
16ª Vsje do Consumidor,Outros
8ª Vara Cível,Vara Cível
20ª Vara Civel,Vara Cível
5º Juizado Especial Civel,Juizado Especial Cível
16ª VSJE do Consumidor (Vespertino),Outros
4ª Vara Cível ,Vara Cível
4º Juizado Especial Cível ,Juizado Especial Cível
7º Juizado Especial Cível,Juizado Especial Cível
Juizado Especial Cível Anexo UNISA,Juizado Especial Cível
9ª Vara Cível ,Vara Cível
7º Juizado Especial Cível ,Juizado Especial Cível
II Juizado Especial Cível,Juizado Especial Cível
23º Juizado Especial Cível,Juizado Especial Cível
5ª Vara Cível,Vara Cível
Unidade Jurisdicional Cível,Vara Cível
11° Juizado especial Cível,Juizado Especial Cível
Juizado Especial Cível da Barra da Tijuca,Juizado Especial Cível
Unidade Jurisdicional - 1º JD,Outros
08º Vsje Do Consumidor,Outros
5º Juizado Especial Cível de Brasília,Juizado Especial Cível
"2º Juizado Especial Cível, Criminal e da Fazenda Pública",Juizado Especial Cível
35ª Vara Civel,Vara Cível
5ª Vara do Juizado Especial Cível da Comarca de Salvador,Juizado Especial Cível
1ª Unidade Jurisdicional Única- 3º JD,Outros
14ª Vsje do Consumidor,Outros
6º Juizado Especial Cível ,Juizado Especial Cível
10ª Unidade Jurisdicional Cível,Vara Cível
1ª Vara Descentralizada de Santa Felicidade-Juizado Especial Cível de Curitiba,Juizado Especial Cível
Cejusc III,Outros
4ª Unidade do Juizado Especial Cível,Juizado Especial Cível
22º Juizado Especial Cível,Juizado Especial Cível
11ª VSJE do Consumidor ,Outros
Juizado Especial Cível e das Relações de Consumo,Juizado Especial Cível
6ª Vsje do Consumidor,Outros
Juízo da 1ª Vara Cível,Vara Cível
12º Juizado Especial Cível e das Relações de Consumo,Juizado Especial Cível
16º Juizado Especial Cível,Juizado Especial Cível
I Juizado Especial Cível,Juizado Especial Cível
Juizado Especial Civel De Curiiba,Juizado Especial Cível
4ª Unidade Jurisdicional Cível ,Vara Cível
6º Juizado Especial Cíve,Juizado Especial Cível
4ª Unidade Jurisdicional Cível,Vara Cível
42ª Vara Civel ,Vara Cível
2ª Vara Cível ,Vara Cível
2ª Vara Mista,Vara Cível
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
,Não informado
