operacao_original,operacao_reclassificado
GRU MGF,Doméstico
POA-SDU-BSB-PVH,Doméstico
SSA-IGU,Doméstico
MGF - GRU - CDG,Doméstico
LDR - GRU,Doméstico
SDU - GRU - NAT,Doméstico
VIX - GRU - IGU,Doméstico
VIX - SSA - FOR,Doméstico
GRU-SLZ,Doméstico
SSA-GRU-LDB,Doméstico
IOS - BSB ,Doméstico
MAO - CGH,Doméstico
BSB/GRU/FLN,Doméstico
PVH - BSB / BSB - PVH,Doméstico
STM - MAO / MAO - BSB - PVH,Doméstico
ARU - NVT,Doméstico
MCP - BEL - GRU - XAP,Doméstico
MIA - MCO - BSB - CWB,Doméstico
VIX - VCL,Doméstico
CJC - SCL,Doméstico
GRU X SDU,Doméstico
CWB - POA,Doméstico
REC-CGH-NVT,Doméstico
 Congonhas/SP - Vitória/ES ,Doméstico
FLN - BSB - COM,Doméstico
NVT - CGH - CNF,Doméstico
SJP - BSB - PMW / PMW - BSB - SJP,Doméstico
BSB - SDU ,Doméstico
OPO - LIS,Doméstico
FLN-CGH,Doméstico
ARU - NAT,Doméstico
REC/BSB/MAO/RBR,Doméstico
VDC - SSA ,Doméstico
NAT - BSB - UDI,Doméstico
GIG-SSA,Doméstico
PVH - BSB - CGH,Doméstico
LDB-GRU-VDC,Doméstico
GRU - VDC / VDC - GRU,Doméstico
JFK-GRU-FLN,Doméstico
REC - SSA ,Doméstico
AEP - USH,Doméstico
GRU - AMS,Doméstico
CWB/BSB/FOR,Doméstico
FOR - CDG ,Doméstico
FOR - BEL - MAO,Doméstico
MGF-CGH-GYN,Doméstico
FLN - GRU - BSB - PVH,Doméstico
REC-MAO,Doméstico
CGH=GYN,Doméstico
SSA CNF,Doméstico
AEP - REC ,Doméstico
SLZ - BSB - PVH,Doméstico
SPA - POA,Doméstico
RBR-BSB-GIG,Doméstico
SSA - GRU - CGB,Doméstico
TXF - SSA - REC,Doméstico
CWB - GRU - SCL / SCL - GRU - CWB,Doméstico
POA CGH,Doméstico
BPS - GRU - SDU,Doméstico
GYN - GVA,Doméstico
SSA-SDU-VIX,Doméstico
PVH-MAO-GRU,Doméstico
SSA-CWB,Doméstico
SDU-REC,Doméstico
FOR - BSB - PVH,Doméstico
GRU - PMW,Doméstico
REC - FOR / FOR - REC ,Doméstico
CNF - GRU - AEP,Doméstico
BSB - FOR - GIG,Doméstico
GIG - FOR,Doméstico
FOR -MIA,Doméstico
GRU -  REC - FEN ,Doméstico
POA-BPS,Doméstico
FOR-JDO,Doméstico
SDU-BSB-PMW,Doméstico
FOR - BSB / BSB - MCO / MCO - MIA,Doméstico
IGU-CGH,Doméstico
BSB - SCL,Doméstico
RAO - CGH - SDU / SDU - CGH - RAO,Doméstico
MAO-BSB-SSA,Doméstico
BSB - GRU - MAD - OPO,Doméstico
PVH - MAO / MAO - GRU / GRU - BPS,Doméstico
GRU - JOI ,Doméstico
PMW - SSA,Doméstico
PVH - MAO - BSB - CGH,Doméstico
SDU - CGH - BSB,Doméstico
TXF -SSA / SSA -VCP,Doméstico
VCP - GIG / GIG - FOR ,Doméstico
GYN - GRU - CDG - LHR,Doméstico
PUJ - GRU - BSB,Doméstico
Belo Horizonte (CNF) x São Paulo (CGH) x Florianópolis (FLN),Doméstico
LIS - SSA,Doméstico
JPA - BSB - PVH,Doméstico
SDU - IOS ,Doméstico
VCP - REC,Doméstico
XP-GRU-SSA,Doméstico
ARU - CGH,Doméstico
SSA - CGH / CGH - CXJ,Doméstico
SSA - BRA,Doméstico
POA-SDU-SSA,Doméstico
POA - GRU - PNZ,Doméstico
UDI - GRU - BSB,Doméstico
AEP-SSA,Doméstico
CAC - GEU - VIX,Doméstico
BSB - CGH - FLN,Doméstico
CWB - CGH / CGH - CWB,Doméstico
FLN - GRU - REC,Doméstico
RBR - BSB,Doméstico
GYN - GRU - GIG - MCZ,Doméstico
CGH - MGF,Doméstico
FLN - GRU - PTY - LAX,Doméstico
NAT - CGR,Doméstico
JJD-BSB,Doméstico
BEL-MAO,Doméstico
CNF - MCZ,Doméstico
JPA-IGU,Doméstico
SSA - GRU - AEP,Doméstico
VDV - GRU ,Doméstico
XAP - GRU,Doméstico
FOR- BSB,Doméstico
ZRH - GRU - BPS,Doméstico
SSA FOR,Doméstico
ARU-GRU,Doméstico
CWB - CGH - SSA,Doméstico
AJU - GYN,Doméstico
MGF-CGH,Doméstico
REC/FEN - FEN/REC,Doméstico
MAO - GRU - CNF / CNF - GRU - MAO,Doméstico
ARU - GRU,Doméstico
NAT X CNF,Doméstico
CNF - GRU - LDB,Doméstico
FLN- GRU - VIX,Doméstico
REC-POA,Doméstico
ATL-MIA-BSB,Doméstico
RAO - MCZ,Doméstico
BSB-GRU-CGB,Doméstico
REC - FOR / FOR - REC,Doméstico
CGR-CGH-REC,Doméstico
DFW - IAH - GRU - MGF,Doméstico
AEP X REC,Doméstico
CNF-CGH,Doméstico
PAV-SSA-VIX-SDU,Doméstico
CGB-BSB,Doméstico
PMW - BSB,Doméstico
"LDB-GRU, GRU-MDZ",Doméstico
FLN-EZE,Doméstico
CGH - CGR,Doméstico
PVH - BSB - FLN,Doméstico
GYN - GIG,Doméstico
POA - BSB - PMW,Doméstico
PNZ X GRU,Doméstico
CNF - GRU - BEL,Doméstico
SDU - CGH - LDB,Doméstico
GRU-SDU,Doméstico
CGH-SDU,Doméstico
FLN-AEP,Doméstico
FLN - MCZ,Doméstico
MIA - JFK,Doméstico
FOR - CGH - POA,Doméstico
MAO - BSB - CNF,Doméstico
PVH - BSB -SSA - BPS / BPS - SSA - BSB - PVH,Doméstico
POA-GRU-BEL,Doméstico
SLZ - CGH,Doméstico
CGH-JDO,Doméstico
FLN - BSB / BSB - MCO,Doméstico
FOR - PVH,Doméstico
SDU - FLN ,Doméstico
JJD - GRU,Doméstico
SSA - GRU - GYN,Doméstico
FLN - SSA,Doméstico
GYN-CGH-FLN,Doméstico
MAO - GRU / GRU - MAO,Doméstico
PVH - GRU ,Doméstico
REC - BSB - MIA,Doméstico
SLZ - BSB - UDI,Doméstico
GRU - LIM,Doméstico
SSA-CNF,Doméstico
SSA - FEN,Doméstico
MAO - VIX,Doméstico
MCZ - CNF,Doméstico
SDU-NVT,Doméstico
CWB X SDU / SDU X MGF,Doméstico
LDB - SSA,Doméstico
BSB - PMW - SSA,Doméstico
CWB-CGH-SSA,Doméstico
CWB - GRU ,Doméstico
FLN-BSB,Doméstico
FOR-BEL,Doméstico
NVT - CGH - BSB - MCP,Doméstico
SSA - CGH - CWB / CWB - CGH - SSA,Doméstico
REC - SSA - CNF,Doméstico
GYN - GRU - LIS,Doméstico
MCZ - GRU - CWB,Doméstico
BPS - CGH - RAO,Doméstico
CWB - CGH - CGB,Doméstico
POA - CGH - BSB,Doméstico
SSA - GRU - ARU,Doméstico
VIX - SDU - BSB - PVH,Doméstico
RECC - SSA,Doméstico
BRA x BSB,Doméstico
IOS-SSA,Doméstico
CFN-CGH,Doméstico
FOR - POA,Doméstico
GRU - GIG - CDG - FRA,Doméstico
CGH - GIG / GIG - LHR / LHR - MXP,Doméstico
GRU-SSA,Doméstico
IOS - SDU,Doméstico
SSA-GVA,Doméstico
MFG-GRU-SSA,Doméstico
PVH - BSB - FOR / FOR - BSB - PVH,Doméstico
GRU - REC - FEN / FEN - REC - SSA,Doméstico
N LOC,Doméstico
IGU - GRU - EWR - BOS ,Doméstico
SSA - CGH / GRU - SSA,Doméstico
CWB - BSB - MIA / MIA - BSB - CWB,Doméstico
GRU - SJP ,Doméstico
JDO - SDU,Doméstico
MAO-BSB-SLZ,Doméstico
NVT - CGH - REC,Doméstico
REC - BSB / BSB - PVH,Doméstico
STM-BSB,Doméstico
VIX-GRU-MAD-LIS,Doméstico
VIX-SSA-REC,Doméstico
BSB - AUX ,Doméstico
CWB - CGH ,Doméstico
FOR / BSB / CGH,Doméstico
LIS - AMS - GRU - PVH,Doméstico
REC - FEN - FEN - REC,Doméstico
CCGH - GIG - NAT,Doméstico
SSA-GRU-LAD,Doméstico
LDB - REC / REC - LDB,Doméstico
FLN - XAP,Doméstico
BEL X BSB,Doméstico
BSB - CNF / CNF- REC,Doméstico
BVB - BSB,Doméstico
CGR - CGU,Doméstico
GYN - GRU - FLN,Doméstico
SSA - FOR - MAO,Doméstico
SSA - GRU / GRU - BOG,Doméstico
SSA - CPV,Doméstico
MAO-FOR,Doméstico
MIA - FOR ,Doméstico
PVH - BSB / BSB - GRU / GRU - MCZ,Doméstico
FOR-BSB-MAO / MAO-BSB-FOR,Doméstico
GRU - GYN ,Doméstico
ARU - GIG,Doméstico
SSA SDU,Doméstico
SSA -  BSB,Doméstico
REC - POA,Doméstico
MAO - GRU - GIG,Doméstico
BPS-GRU-MAO-PVH,Doméstico
AMS - DUB,Doméstico
GRU - SCL / SCL - GIG - GRU,Doméstico
GRU - GYN,Doméstico
POA-BSB-GRU-VDC,Doméstico
SDU,Doméstico
SSA X GIG X CDG X LIS,Doméstico
BPS - CGH,Doméstico
SSA X CFN,Doméstico
CGH - FLN ,Doméstico
LDB -GRU-REC,Doméstico
BPS - SDU,Doméstico
REC X BSB X GYN,Doméstico
FOR - MIA ,Doméstico
SSA X SDU,Doméstico
UDI-CGH,Doméstico
CGR-GRU-REC,Doméstico
GRU - BSB - FLN,Doméstico
REC - FOR - BEL - GRU - LDB,Doméstico
NAT - GIG,Doméstico
RBR - CZS,Doméstico
SSA - JPA / JPA - SSA,Doméstico
BEL-JOI,Doméstico
IGU-GRU-CWB,Doméstico
REC - GRU - BSB,Doméstico
FOR - SSA - NAT,Doméstico
VCD-GRU,Doméstico
BSB-RAO,Doméstico
REC - GIG - GRU - CGR,Doméstico
IOS - SSA - SDU,Doméstico
MCO - CLT,Doméstico
GRU - MDZ,Doméstico
MCZ - BSB - CZS,Doméstico
SDU - GRU - PVH,Doméstico
FOR - BSB - MIA,Doméstico
FLN-GRU-AJU,Doméstico
NVT - GRU - MOC,Doméstico
REC - GRU - MEX,Doméstico
VIX - CGH - BSB - PVH,Doméstico
FOR - BRC,Doméstico
SSA-MZC,Doméstico
VCP - BSB - MCO / MCO - BSB - VCP,Doméstico
LDB-SSA,Doméstico
FOR,Doméstico
EZE-GRU-SSA,Doméstico
REC-GRU-AEP,Doméstico
CGR - CGH - GRU - GIG,Doméstico
CWB - CGH - GIG / SDU - GRU - CWB,Doméstico
CNF/SDU,Doméstico
BEL-GRU-CAC,Doméstico
POA - BSB,Doméstico
VCP - SDU - BSB ,Doméstico
BSB - PUJ,Doméstico
GRU - REC / REC - FEN,Doméstico
BSB - GRU - CWB,Doméstico
CGH - POA,Doméstico
FOR/CGH/POA/GRU,Doméstico
CNF - NVT,Doméstico
FLN - ROS,Doméstico
NVT - CAC,Doméstico
GYN - SSA - JPA,Doméstico
MDX-GRU,Doméstico
CWB-GRU-FOR,Doméstico
REC - FEN ,Doméstico
SDU - GRU - MAO - PVH,Doméstico
GYN/BSB/REC,Doméstico
SDU - GRU - XAP,Doméstico
SSA - SDU,Doméstico
CWB-GIG,Doméstico
CGR - CGH - BSB - PVH,Doméstico
LDB - GRU - SDU,Doméstico
CWB - CGH - IGU,Doméstico
FOR - CGH - BSB - PVH,Doméstico
VIX - SDU / SDU - VIX,Doméstico
PVH - GRU - REC,Doméstico
BSB - GRU - REC - FEN / FEN - REC - IGU,Doméstico
GYN X GRU,Doméstico
VIX-GIG,Doméstico
VIX - GYN - CGH,Doméstico
FLN - EZE,Doméstico
NVT - GRU - FOR,Doméstico
CGH-IPN,Doméstico
SSA - CGH - LDB,Doméstico
FLN-CGH-BSB-MCZ,Doméstico
BEL-BSB,Doméstico
SLZ - SSA - GRU,Doméstico
MGF - GRU - LIS ,Doméstico
VIX - CGH / CGH - GYN,Doméstico
GYN - BSB / BSB - SSA,Doméstico
BPS - BSB - GRU - AEP - FTE / FTE - AEP - GRU - BPS,Doméstico
PVH - BSB / BSB - GRU / GRU - EZE,Doméstico
NVT-CGH-BSB,Doméstico
BSB - MAO / MAO - MCO ,Doméstico
CNF - GRU - COR,Doméstico
IGU - CGH - SSA,Doméstico
IGU - GRU - CWB,Doméstico
JPA-BSB-PVH,Doméstico
CNF - BPS,Doméstico
NVT - GRU - VIX - SSA,Doméstico
JPA - GIG - VCP / GRU - JPA ,Doméstico
CGB - GRU - SDU,Doméstico
CGH - SDU ,Doméstico
GRU - THE - BSB - SLZ / SLZ - GRU,Doméstico
REC- SSA,Doméstico
GRU-AMS,Doméstico
GIG - POA,Doméstico
SSA-EZE,Doméstico
POA-SDU,Doméstico
BSB - GRU / GRU - SLZ,Doméstico
IGU - GIG / GIG - GRU / GRU - POA,Doméstico
CGB-GRU-NVT,Doméstico
MAO - BSB - REC,Doméstico
CWB - BSB - LIS - ORY,Doméstico
GIG - GRU / GRU - IGU,Doméstico
REC - FEN / FEN - REC ,Doméstico
VCP-MCZ,Doméstico
PVH - BSB - GRU - MCZ,Doméstico
GRU - MGF,Doméstico
GYN - SSA - MCZ,Doméstico
NVT-GRU-JPA,Doméstico
POA - GRU - MGF,Doméstico
VCP-GIG,Doméstico
BEL - CKS,Doméstico
EWR-MIA-GRU-NVT,Doméstico
GRU-MCO,Doméstico
PVH - BSB - GIG - IGU,Doméstico
PVH-BSB-GIG-GRU,Doméstico
IOS - GRU - REC,Doméstico
IGU - GRU - GYN - SSA,Doméstico
GRU/GIG - GIG/NAT,Doméstico
GIG - BSB - BEL,Doméstico
GRU - ZRH,Doméstico
GYN - SSA,Doméstico
FOR - VDC,Doméstico
FLN - GRU / GRU - ,Doméstico
POA - BSB - FOR,Doméstico
Rio de Janeiro - SDU (08:00) ¿ 22/03/2023 Londrina - LDB (11:00),Doméstico
SDU - RAO,Doméstico
SSA - CNF - GRU - EZE,Doméstico
CGH - BSB - MIA,Doméstico
NAT-CGH,Doméstico
MAO - BSB / BSB - GIG,Doméstico
NAT - CGH ,Doméstico
POA - CGH - CGR,Doméstico
MAO - GRU - JPA,Doméstico
BSB - BEL,Doméstico
FOR -CGH - GYN,Doméstico
MIA - FOR,Doméstico
RAO - GRU - MCZ,Doméstico
MIA - GRU,Doméstico
CGH X SSA,Doméstico
RBR - BSB - SDU - FLN,Doméstico
BPS - GIG ,Doméstico
ARU-CGH,Doméstico
LIS - BSB,Doméstico
GIG - CGH,Doméstico
SDU - BSB - CZS,Doméstico
CGH - BSB - THE,Doméstico
MGF- GRU,Doméstico
REC - GRU / GRU - FLN,Doméstico
CWB - CGH - FOR,Doméstico
MAO- GRU,Doméstico
FLN - REC,Doméstico
BSB-CGH-FLN,Doméstico
VCP - BSB - PMW,Doméstico
IGU-GRU-BEL,Doméstico
GRU-JOI,Doméstico
FOR - REC - FEN ,Doméstico
GEL - GRU / GRU - BSB,Doméstico
MAO - GIG / GIG - SSA,Doméstico
CGH-RAO,Doméstico
BPS - GRU - SLZ,Doméstico
CWB - GRU / GRU - VVI,Doméstico
PVH - BSB - MCZ ,Doméstico
PVH - BSB - POA - GRU,Doméstico
CGH - GYN ,Doméstico
POA - PPB,Doméstico
GRU X VDC,Doméstico
SDU - CGH - BSB - PMW,Doméstico
CWB - GRU - REC,Doméstico
UDI - BSB - NAT,Doméstico
VCP - MCO ,Doméstico
CGH/BSB - BSB/BEL - BEL/STM,Doméstico
SSA/GRU - GRU/FOR,Doméstico
REC - FOR - MAO,Doméstico
jpa - gig ,Doméstico
BSB - CRU - CGR,Doméstico
RBR - BSB - GYN,Doméstico
GRU - OPS,Doméstico
REC X NVT,Doméstico
CNF - CGH - SDU - NVT,Doméstico
CNF - SSA,Doméstico
GRU - MOC ,Doméstico
MAO X STM,Doméstico
CGH - SSA -GRU,Doméstico
CGW - CWB,Doméstico
CUN-BSB-VCP,Doméstico
MGF - GRU - FOR,Doméstico
CLT-MIA,Doméstico
VVI-GRU,Doméstico
MAB - BSB / BSB - MAB,Doméstico
VIX - MAO,Doméstico
VIX - CGH - REC - FEN,Doméstico
PVH-BSB-GIG,Doméstico
CNF - GIG ,Doméstico
BSB - FLN - CGH / CGH - BSB ,Doméstico
FOR - BSB / BSB - MCO,Doméstico
SSA - CGH / GRU - MDZ,Doméstico
REC/CGH/BSB,Doméstico
FLN  - CGH - BSB - PVH,Doméstico
GRU-PPB,Doméstico
GRU - SINOP,Doméstico
MCO - MIA - BSB,Doméstico
GRU - VVI / VVI - GRU,Doméstico
REC - GRU - GYN,Doméstico
VIX - SDU - GRU - PVH,Doméstico
MCZ - PVH,Doméstico
GIG - REC - FEN,Doméstico
SSA-CPV,Doméstico
BSB-SLZ,Doméstico
GYN - CGH - SDU,Doméstico
VIX - SDU - MCZ,Doméstico
CGH - BSB - MCO,Doméstico
REC-FEN,Doméstico
CGH-BSB,Doméstico
CGR - GRU - BPS / BPS - GRU - CGR,Doméstico
FOR-AEP,Doméstico
MAO - GRU / GRU - BEL,Doméstico
BVB - MAO ,Doméstico
CGH - RAO,Doméstico
MAO-FOR/FOR-MCO,Doméstico
GYN - POA,Doméstico
IOS/GRU - GRU/GYN,Doméstico
POA-GRU-FOR,Doméstico
FLN - GRU - MCZ,Doméstico
PVH - BSB - UDI / UDI - CGH - BSB - PVH,Doméstico
CNF-CGH-CWB,Doméstico
FLN - SDU,Doméstico
GYN - AJU,Doméstico
MCZ-PVH,Doméstico
UDI - BSB ,Doméstico
SLZ -  FOR,Doméstico
GRU-MDZ,Doméstico
PVH-BSB-MCO,Doméstico
CGR - CGH - REC,Doméstico
BSB-GYN,Doméstico
CGH - REC - FEN / FEN - REC - CGH,Doméstico
DXB - GRU - SSA,Doméstico
PUJ-GRU,Doméstico
RAO-MCZ,Doméstico
LIS-GRU-BSB-GYN,Doméstico
GRU - MAD,Doméstico
SDU - CGH - SJP,Doméstico
CGR - NVT,Doméstico
JPA-GRU,Doméstico
POA - GRU - REC,Doméstico
VIX - CGH - BSB,Doméstico
GRU - DOU,Doméstico
SSA - PAV,Doméstico
GYN-BSB,Doméstico
CWB-SCL,Doméstico
LIS - OPO,Doméstico
MDZ - GRU ,Doméstico
CWB - GRU - PNM - MIA,Doméstico
VIX-GRU-GYN,Doméstico
GIG - GRU,Doméstico
FLN-NAT,Doméstico
CNF/BPS - BPS/CGH - CGH/CWB,Doméstico
POA-CGH,Doméstico
GRU - YUL,Doméstico
BSB - SDU - VIX,Doméstico
CAC - GRU - PET,Doméstico
COM-BSB / BSB/CWB,Doméstico
RAO - BSB,Doméstico
REC-GRU-MAD-FCO,Doméstico
BSB - CGH - RAO,Doméstico
GYN - CGH - POA,Doméstico
FLN - GRU - PNZ,Doméstico
SDU - SJP,Doméstico
CXJ - GRU - BSB,Doméstico
FOR - GIG - IGU,Doméstico
FOR - SSA ,Doméstico
PVH - BSB - STM,Doméstico
CWB - BSB / BSB - PVH,Doméstico
SDU -NVT - GRU,Doméstico
SJP - MCZ / MCZ - SJP,Doméstico
GRU - CDG - ZRH,Doméstico
PVH - BSB - CUN / CUN - BSB - PVH ,Doméstico
SLC - DFW - ORD - GRU,Doméstico
SSA - BPS ,Doméstico
CGH - IPN,Doméstico
NVT-GRU-FOR,Doméstico
BSB - CGH / GRU - UDI,Doméstico
SSA - BEL ,Doméstico
BSB - GRU - AJU,Doméstico
CGH - BSB - CGB,Doméstico
GYN - GRU - NVT / NVT - CGH - GYN,Doméstico
FOR - GRU - SSA,Doméstico
PMW - BSB / BSB - PMW,Doméstico
CGB - FLN,Doméstico
CNF - GIG - MIA - MCO,Doméstico
GRU-MGF,Doméstico
CAC - BEL,Doméstico
NAT-GRU,Doméstico
FLN - GRU / GRU - AEP / AEP - UAQ,Doméstico
GIG-FLN,Doméstico
SSA/GIG - GIG/SSA,Doméstico
FLN - GRU - FOR,Doméstico
PVH/BSB - BSB/GIG,Doméstico
GYN - FOR ,Doméstico
BSB - MAO - PVH,Doméstico
FLN - CGH ,Doméstico
AJU-GRU,Doméstico
CGH - REC / REC - FEN,Doméstico
GRU - GIG - MAS - LIS,Doméstico
GIG - CGR,Doméstico
FLN - CGH - BSB - BRA,Doméstico
VIX - SDU - GRU - LDB,Doméstico
NVT - CGH - FOR,Doméstico
GIG-IGU,Doméstico
SSA - GRU / GRU - MDV,Doméstico
UDI - BSB,Doméstico
BSB-VIX,Doméstico
MCO-MIA-MAO-BSB,Doméstico
RAO - BSB - FOR / FOR - BSB - RAO,Doméstico
FOR-GIG-MAO,Doméstico
BSB X SSA,Doméstico
GRU - REC - REC - FEN,Doméstico
CPV - SSA - GRU,Doméstico
GRU-OPS,Doméstico
NVT - CGH -PPB,Doméstico
LDB GRU GIG,Doméstico
VIX/CGH - CGH/SSA,Doméstico
PVH - BSB - REC / REC - BSB - PVH,Doméstico
AJU - SSA - BPS,Doméstico
CGH,Doméstico
LDB - GRU / GRU - SSA / SSA - REC,Doméstico
VCP - BSB - SSA,Doméstico
MCP - BEL - BSB - POA,Doméstico
SLZ - BSB - FLN,Doméstico
CGH - BPS,Doméstico
MAO - BSB - PVH,Doméstico
LIS - AMS,Doméstico
SSA X SDU X VIX,Doméstico
AJU - GRU - CNF,Doméstico
BVB - BSB ,Doméstico
CWB - MGF,Doméstico
GRU - GIG - AMS - LHR - CDG,Doméstico
IOS-SSA-CGH,Doméstico
GRU - POA,Doméstico
SDU -  NVT,Doméstico
PVH - CGH - FOR,Doméstico
SSA X CGH X CWB,Doméstico
GRU-CDG-LIS,Doméstico
CPV - GRU,Doméstico
PMW - GYN ,Doméstico
CWB-GRU-VIX,Doméstico
SDU - GRU - RBR,Doméstico
JPA-GRU-CNF,Doméstico
SSA-GRU-VVI,Doméstico
BSB - CGH - SJP,Doméstico
FOR - REC / REC - FEN,Doméstico
GRU - GIG - MAS - DUB,Doméstico
MGF - NAT,Doméstico
PVH - BSB - SDU - GRU - MGF,Doméstico
VIX - GRU - SSA,Doméstico
SSA - REC - GRU - POA,Doméstico
FEN - REC - BSB - CGH,Doméstico
GRU - GIG / GIG - AMS,Doméstico
MAO-GRU-BEL,Doméstico
GYN-GRU-CDG,Doméstico
NVT-REC-FEN,Doméstico
FOR-GRU-POA,Doméstico
REC - BSB / BSB - MIA,Doméstico
COM - BSB,Doméstico
BSB - MCZ,Doméstico
LDB - GRU - REC,Doméstico
REC - GRU - PMW,Doméstico
MCZ - BSB - MAO,Doméstico
PPB - CGH - SSA / SSA - GRU - PPB,Doméstico
MIA - GRU ,Doméstico
MCZ - GRU - LDB,Doméstico
GRU - NVT,Doméstico
FOR - MAO ,Doméstico
SDU - CGH - POA,Doméstico
CGH - REC / REC- CGH,Doméstico
FOR - SSA - GYN,Doméstico
RAO-GRU,Doméstico
SSA-GRU-VDC,Doméstico
VCP - BSB ,Doméstico
CGH - PVH,Doméstico
SDU - BSB - MAO,Doméstico
SDU-POA-CWB,Doméstico
GYN - GRU - CWB,Doméstico
REC - BSB - PVH,Doméstico
VIX-GRU,Doméstico
SDU - GRU - CGB,Doméstico
MGF - POA,Doméstico
CXJ - GRU,Doméstico
CGB - CWB,Doméstico
NVT - CGB,Doméstico
VDC - GRU - FOR,Doméstico
LDB - CGH / CGH - LDB,Doméstico
FLN - BSB - MAO,Doméstico
LIM - GRU,Doméstico
MVD - GRU - FOR,Doméstico
COR-GIG,Doméstico
GRU -  GYN,Doméstico
MDZ,Doméstico
PMW - BSB / BSB - BPS,Doméstico
AEP - GRU - CWB,Doméstico
SDU - GRU - MGF,Doméstico
SSA - YYZ,Doméstico
VDV-GRU,Doméstico
POA - BSB - REC,Doméstico
VCP - GIG,Doméstico
CNF-SDU,Doméstico
GRU - FLN ,Doméstico
VIX - GRU - CNF,Doméstico
VXA - CGH,Doméstico
GRU ¿ SJP,Doméstico
PPB - CGH - MCZ / MCZ - CGH - PPB,Doméstico
PMW-BSB-SJP,Doméstico
BSB - SSA / SSA - BRA,Doméstico
FOR - POA / POA - FOR,Doméstico
OPS-GRU,Doméstico
VIX - CGH - GYN,Doméstico
GRU - SJP,Doméstico
FOR - GRU - FLN,Doméstico
IOS-CGH,Doméstico
POA - GRU - GYN,Doméstico
PPB - MAB,Doméstico
MDZ - GRU - SDU,Doméstico
GRU - BSB / BSB - MCO,Doméstico
FLN - CGH - BSB,Doméstico
RAO-CGH,Doméstico
FLN - BSB - PVH,Doméstico
GIG-CGH,Doméstico
BPS-BSB,Doméstico
GYN - BSB - MIA / MIA - MCO - BSB - GYN,Doméstico
MCZ - GRU - MGF,Doméstico
AJU - SSA / SSA - AJU,Doméstico
CNF - CGH,Doméstico
BRA - BSB ,Doméstico
SSA - BPS / BPS - SSA,Doméstico
SLZ - MAO,Doméstico
SSA - MCZ,Doméstico
REC-JOI,Doméstico
CNF - REC,Doméstico
PET - GRU / GRU - PET,Doméstico
BSB - VIX / VIX - SDU - BSB,Doméstico
GIG - GRU - CAC,Doméstico
SDU -CGH,Doméstico
NAT - SSA - VIX,Doméstico
RU - PTY - CUN / CUN - PTY - GRU,Doméstico
SSA - BSB - MCO / MCO - BSB - SSA,Doméstico
FOR - REC - FEN,Doméstico
SSA - GRU - PUJ,Doméstico
TRN - CDG,Doméstico
GRU - ATL / ATL - YYZ,Doméstico
CGB-GRU-JDO,Doméstico
FOR - GRU - SDU,Doméstico
GRU-JJD,Doméstico
NVT - GRU - VVI,Doméstico
POA - CGH - SDU,Doméstico
BSB-GRU-LDB,Doméstico
IOS-GRU,Doméstico
AEP - REC,Doméstico
AJU X GIG,Doméstico
GYN-BSB-PMW,Doméstico
POA/GRU - GRU/JDO,Doméstico
MAO-GRU,Doméstico
SSA - CGH - CWB,Doméstico
PFB-GRU,Doméstico
GRU - VDC ,Doméstico
IGU - GRU - JPA,Doméstico
IGU,Doméstico
MIA - FOR / FOR - SSA,Doméstico
SJP - CGH - FLN,Doméstico
GYN - CGH - CGR,Doméstico
BPS - GRU - GYN,Doméstico
SSA-BSB-CGH,Doméstico
GRU - SSA / SSA - GRU,Doméstico
REC-CLV,Doméstico
CGH - MIA / MIA - CGH,Doméstico
LDB - GRU - SSA,Doméstico
GRU X REC,Doméstico
VIX-SDU-GRU-MIA-MSY,Doméstico
UDI-GRU,Doméstico
POA-CGH-CNF,Doméstico
PPB - CGH - FOR,Doméstico
BSB - CZS,Doméstico
GRU-VIX,Doméstico
LDB - CGB,Doméstico
BSB - STM,Doméstico
SBS-SDU,Doméstico
BSB-AUX,Doméstico
POA-GRU-MGF,Doméstico
BPS-FLN,Doméstico
IGU - GRU - GYN - BSB,Doméstico
MCP - BSB - SDU - NVT,Doméstico
SDU - BSB - MAB,Doméstico
CGH - GIG ,Doméstico
AUX-BSB,Doméstico
PNZ - SSA ,Doméstico
PVH-BSB-CGH-MGF,Doméstico
SJP - CGH - IZA,Doméstico
CGB - BSB,Doméstico
SDU-GRU-MGF,Doméstico
FLN-CGH-CNF,Doméstico
NVT - GRU - LDB - CGB,Doméstico
SSA-GRU-AEP,Doméstico
RAO/BPS,Doméstico
FOR - BSB - CGH,Doméstico
SLZ - BSB - PMW,Doméstico
SSA - GRU / GRU - CDG,Doméstico
CGH  - LDB,Doméstico
POA - BSB - PVH,Doméstico
SSA - VDC ,Doméstico
LDB - GRU / GRU - VVI,Doméstico
MAO - STM / STM - MAO,Doméstico
POA - MAO,Doméstico
PVH - MAO - SDU / GIG - MAO - PVH,Doméstico
JOI - GRU - FOR,Doméstico
XAP - GRU - GIG,Doméstico
GIG - AMS,Doméstico
PMW/GRU - GRU/SSA,Doméstico
FOR - GRU - CAC,Doméstico
GRU-PFB,Doméstico
IOS - BSB,Doméstico
MAB - BSB - GYN,Doméstico
SSA-GRU-IGU,Doméstico
CGB-CGH-NVT,Doméstico
NVT-GRU-VDC,Doméstico
BPS - CGH - SDU,Doméstico
BEL - BSB - BRA,Doméstico
PVH/REC,Doméstico
SSA - GRU / GRU - SSA,Doméstico
CWB - BSB - SSA,Doméstico
